DataExtractDate,ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
2014-05-01T00:00:00,2007-07-01T00:00:00,Imperial Terminal,Arrival,Domestic,120
2014-05-01T00:00:00,2007-07-01T00:00:00,Imperial Terminal,Departure,Domestic,234
2014-05-01T00:00:00,2007-07-01T00:00:00,Misc. Terminal,Arrival,Domestic,14
2014-05-01T00:00:00,2007-07-01T00:00:00,Misc. Terminal,Arrival,International,2
2014-05-01T00:00:00,2007-07-01T00:00:00,Misc. Terminal,Departure,Domestic,13
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 1,Arrival,Domestic,479459
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 1,Departure,Domestic,480495
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 1,Departure,International,333
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 2,Arrival,Domestic,120476
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 2,Arrival,International,181925
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 2,Departure,Domestic,121631
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 2,Departure,International,192851
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 3,Arrival,Domestic,228149
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 3,Arrival,International,24401
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 3,Departure,Domestic,232281
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 3,Departure,International,65351
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 4,Arrival,Domestic,460896
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 4,Arrival,International,62076
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 4,Departure,Domestic,455875
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 4,Departure,International,55535
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 5,Arrival,Domestic,238415
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 5,Arrival,International,49246
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 5,Departure,Domestic,243381
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 5,Departure,International,61206
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 6,Arrival,Domestic,266055
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 6,Arrival,International,2312
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 6,Departure,Domestic,256200
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 6,Departure,International,8590
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 7,Arrival,Domestic,265336
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 7,Arrival,International,30892
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 7,Departure,Domestic,270341
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 7,Departure,International,42581
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 8,Arrival,Domestic,109320
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 8,Arrival,International,3404
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 8,Departure,Domestic,110171
2014-05-01T00:00:00,2007-07-01T00:00:00,Terminal 8,Departure,International,3114
2014-05-01T00:00:00,2007-07-01T00:00:00,Tom Bradley International Terminal,Arrival,International,522280
2014-05-01T00:00:00,2007-07-01T00:00:00,Tom Bradley International Terminal,Departure,International,407888
2014-05-01T00:00:00,2007-08-01T00:00:00,Misc. Terminal,Arrival,Domestic,2
2014-05-01T00:00:00,2007-08-01T00:00:00,Misc. Terminal,Arrival,International,6
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 1,Arrival,Domestic,479868
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 1,Departure,Domestic,499295
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 1,Departure,International,302
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 2,Arrival,Domestic,113141
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 2,Arrival,International,179731
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 2,Departure,Domestic,115134
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 2,Departure,International,188184
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 3,Arrival,Domestic,229337
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 3,Arrival,International,26190
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 3,Departure,Domestic,231363
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 3,Departure,International,67231
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 4,Arrival,Domestic,449805
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 4,Arrival,International,61362
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 4,Departure,Domestic,452962
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 4,Departure,International,49619
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 5,Arrival,Domestic,204656
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 5,Arrival,International,36689
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 5,Departure,Domestic,211847
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 5,Departure,International,46611
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 6,Arrival,Domestic,258121
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 6,Arrival,International,1347
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 6,Departure,Domestic,265679
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 6,Departure,International,7335
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 7,Arrival,Domestic,276768
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 7,Arrival,International,33240
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 7,Departure,Domestic,285320
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 7,Departure,International,40574
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 8,Arrival,Domestic,107231
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 8,Arrival,International,3675
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 8,Departure,Domestic,111180
2014-05-01T00:00:00,2007-08-01T00:00:00,Terminal 8,Departure,International,3718
2014-05-01T00:00:00,2007-08-01T00:00:00,Tom Bradley International Terminal,Arrival,International,510391
2014-05-01T00:00:00,2007-08-01T00:00:00,Tom Bradley International Terminal,Departure,International,391634
2014-05-01T00:00:00,2007-09-01T00:00:00,Imperial Terminal,Arrival,Domestic,90
2014-05-01T00:00:00,2007-09-01T00:00:00,Imperial Terminal,Departure,Domestic,47
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 1,Arrival,Domestic,380639
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 1,Departure,Domestic,373368
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 1,Departure,International,68
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 2,Arrival,Domestic,95208
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 2,Arrival,International,158981
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 2,Departure,Domestic,94694
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 2,Departure,International,170102
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 3,Arrival,Domestic,162856
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 3,Arrival,International,16572
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 3,Departure,Domestic,154801
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 3,Departure,International,45666
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 4,Arrival,Domestic,381062
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 4,Arrival,International,61755
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 4,Departure,Domestic,378250
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 4,Departure,International,45962
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 5,Arrival,Domestic,195618
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 5,Arrival,International,24653
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 5,Departure,Domestic,195075
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 5,Departure,International,28901
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 6,Arrival,Domestic,200410
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 6,Arrival,International,1193
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 6,Departure,Domestic,189343
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 6,Departure,International,3622
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 7,Arrival,Domestic,212974
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 7,Arrival,International,27500
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 7,Departure,Domestic,218958
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 7,Departure,International,32143
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 8,Arrival,Domestic,103489
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 8,Arrival,International,3114
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 8,Departure,Domestic,99652
2014-05-01T00:00:00,2007-09-01T00:00:00,Terminal 8,Departure,International,2774
2014-05-01T00:00:00,2007-09-01T00:00:00,Tom Bradley International Terminal,Arrival,International,397182
2014-05-01T00:00:00,2007-09-01T00:00:00,Tom Bradley International Terminal,Departure,International,349220
2014-05-01T00:00:00,2007-10-01T00:00:00,Imperial Terminal,Arrival,Domestic,43
2014-05-01T00:00:00,2007-10-01T00:00:00,Imperial Terminal,Departure,Domestic,32
2014-05-01T00:00:00,2007-10-01T00:00:00,Misc. Terminal,Arrival,Domestic,278
2014-05-01T00:00:00,2007-10-01T00:00:00,Misc. Terminal,Departure,Domestic,335
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 1,Arrival,Domestic,395874
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 1,Departure,Domestic,389281
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 1,Departure,International,211
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 2,Arrival,Domestic,96323
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 2,Arrival,International,150672
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 2,Departure,Domestic,95768
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 2,Departure,International,163815
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 3,Arrival,Domestic,164666
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 3,Arrival,International,15725
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 3,Departure,Domestic,157942
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 3,Departure,International,53062
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 4,Arrival,Domestic,412089
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 4,Arrival,International,70315
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 4,Departure,Domestic,405240
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 4,Departure,International,49503
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 5,Arrival,Domestic,211245
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 5,Arrival,International,25984
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 5,Departure,Domestic,209813
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 5,Departure,International,31604
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 6,Arrival,Domestic,220415
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 6,Arrival,International,233
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 6,Departure,Domestic,207534
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 6,Departure,International,3609
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 7,Arrival,Domestic,241498
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 7,Arrival,International,26501
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 7,Departure,Domestic,247787
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 7,Departure,International,34897
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 8,Arrival,Domestic,117003
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 8,Arrival,International,3508
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 8,Departure,Domestic,112789
2014-05-01T00:00:00,2007-10-01T00:00:00,Terminal 8,Departure,International,3043
2014-05-01T00:00:00,2007-10-01T00:00:00,Tom Bradley International Terminal,Arrival,International,380129
2014-05-01T00:00:00,2007-10-01T00:00:00,Tom Bradley International Terminal,Departure,International,371276
2014-05-01T00:00:00,2007-11-01T00:00:00,Imperial Terminal,Departure,International,53
2014-05-01T00:00:00,2007-11-01T00:00:00,Misc. Terminal,Arrival,Domestic,559
2014-05-01T00:00:00,2007-11-01T00:00:00,Misc. Terminal,Departure,Domestic,537
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 1,Arrival,Domestic,398228
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 1,Departure,Domestic,397301
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 1,Departure,International,319
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 2,Arrival,Domestic,95882
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 2,Arrival,International,137579
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 2,Departure,Domestic,96288
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 2,Departure,International,151189
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 3,Arrival,Domestic,154944
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 3,Arrival,International,12874
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 3,Departure,Domestic,152160
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 3,Departure,International,57220
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 4,Arrival,Domestic,398951
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 4,Arrival,International,73992
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 4,Departure,Domestic,400105
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 4,Departure,International,41566
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 5,Arrival,Domestic,204714
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 5,Arrival,International,28789
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 5,Departure,Domestic,205173
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 5,Departure,International,57367
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 6,Arrival,Domestic,210710
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 6,Arrival,International,979
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 6,Departure,Domestic,215004
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 6,Departure,International,4319
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 7,Arrival,Domestic,242446
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 7,Arrival,International,35282
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 7,Departure,Domestic,245452
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 7,Departure,International,39996
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 8,Arrival,Domestic,110146
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 8,Arrival,International,3110
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 8,Departure,Domestic,107009
2014-05-01T00:00:00,2007-11-01T00:00:00,Terminal 8,Departure,International,3153
2014-05-01T00:00:00,2007-11-01T00:00:00,Tom Bradley International Terminal,Arrival,International,360336
2014-05-01T00:00:00,2007-11-01T00:00:00,Tom Bradley International Terminal,Departure,International,329323
2014-05-01T00:00:00,2007-12-01T00:00:00,Imperial Terminal,Arrival,Domestic,337
2014-05-01T00:00:00,2007-12-01T00:00:00,Imperial Terminal,Arrival,International,61
2014-05-01T00:00:00,2007-12-01T00:00:00,Imperial Terminal,Departure,Domestic,225
2014-05-01T00:00:00,2007-12-01T00:00:00,Misc. Terminal,Arrival,Domestic,387
2014-05-01T00:00:00,2007-12-01T00:00:00,Misc. Terminal,Departure,Domestic,354
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 1,Arrival,Domestic,395023
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 1,Departure,Domestic,397418
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 1,Departure,International,264
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 2,Arrival,Domestic,96870
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 2,Arrival,International,148789
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 2,Departure,Domestic,100670
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 2,Departure,International,171589
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 3,Arrival,Domestic,165201
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 3,Arrival,International,16520
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 3,Departure,Domestic,164033
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 3,Departure,International,63263
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 4,Arrival,Domestic,418774
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 4,Arrival,International,77775
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 4,Departure,Domestic,421816
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 4,Departure,International,41723
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 5,Arrival,Domestic,202664
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 5,Arrival,International,35304
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 5,Departure,Domestic,210445
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 5,Departure,International,56075
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 6,Arrival,Domestic,227445
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 6,Arrival,International,2310
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 6,Departure,Domestic,224833
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 6,Departure,International,4732
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 7,Arrival,Domestic,234885
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 7,Arrival,International,38101
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 7,Departure,Domestic,243098
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 7,Departure,International,51628
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 8,Arrival,Domestic,107735
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 8,Arrival,International,3234
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 8,Departure,Domestic,104038
2014-05-01T00:00:00,2007-12-01T00:00:00,Terminal 8,Departure,International,3279
2014-05-01T00:00:00,2007-12-01T00:00:00,Tom Bradley International Terminal,Arrival,International,387137
2014-05-01T00:00:00,2007-12-01T00:00:00,Tom Bradley International Terminal,Departure,International,369683
2014-05-01T00:00:00,2008-01-01T00:00:00,Imperial Terminal,Arrival,Domestic,93
2014-05-01T00:00:00,2008-01-01T00:00:00,Imperial Terminal,Departure,Domestic,792
2014-05-01T00:00:00,2008-01-01T00:00:00,Misc. Terminal,Arrival,Domestic,560
2014-05-01T00:00:00,2008-01-01T00:00:00,Misc. Terminal,Departure,Domestic,585
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 1,Arrival,Domestic,379132
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 1,Departure,Domestic,352363
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 1,Departure,International,235
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 2,Arrival,Domestic,96098
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 2,Arrival,International,155539
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 2,Departure,Domestic,94283
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 2,Departure,International,166038
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 3,Arrival,Domestic,146497
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 3,Arrival,International,14729
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 3,Departure,Domestic,140091
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 3,Departure,International,51059
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 4,Arrival,Domestic,383767
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 4,Arrival,International,77906
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 4,Departure,Domestic,372797
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 4,Departure,International,42244
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 5,Arrival,Domestic,184224
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 5,Arrival,International,32442
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 5,Departure,Domestic,181902
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 5,Departure,International,42139
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 6,Arrival,Domestic,201636
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 6,Arrival,International,3022
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 6,Departure,Domestic,186067
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 6,Departure,International,4444
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 7,Arrival,Domestic,207922
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 7,Arrival,International,36831
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 7,Departure,Domestic,207093
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 7,Departure,International,47921
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 8,Arrival,Domestic,105727
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 8,Arrival,International,3418
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 8,Departure,Domestic,105342
2014-05-01T00:00:00,2008-01-01T00:00:00,Terminal 8,Departure,International,3189
2014-05-01T00:00:00,2008-01-01T00:00:00,Tom Bradley International Terminal,Arrival,International,427648
2014-05-01T00:00:00,2008-01-01T00:00:00,Tom Bradley International Terminal,Departure,International,355040
2014-05-01T00:00:00,2008-02-01T00:00:00,Imperial Terminal,Arrival,Domestic,33
2014-05-01T00:00:00,2008-02-01T00:00:00,Imperial Terminal,Departure,Domestic,33
2014-05-01T00:00:00,2008-02-01T00:00:00,Misc. Terminal,Arrival,Domestic,224
2014-05-01T00:00:00,2008-02-01T00:00:00,Misc. Terminal,Departure,Domestic,342
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 1,Arrival,Domestic,368650
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 1,Departure,Domestic,365838
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 1,Departure,International,187
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 2,Arrival,Domestic,89935
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 2,Arrival,International,133219
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 2,Departure,Domestic,90532
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 2,Departure,International,143791
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 3,Arrival,Domestic,142600
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 3,Arrival,International,14328
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 3,Departure,Domestic,138360
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 3,Departure,International,50757
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 4,Arrival,Domestic,356838
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 4,Arrival,International,68369
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 4,Departure,Domestic,355118
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 4,Departure,International,39489
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 5,Arrival,Domestic,167490
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 5,Arrival,International,24693
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 5,Departure,Domestic,167421
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 5,Departure,International,33463
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 6,Arrival,Domestic,180920
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 6,Arrival,International,892
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 6,Departure,Domestic,178771
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 6,Departure,International,4267
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 7,Arrival,Domestic,200132
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 7,Arrival,International,27794
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 7,Departure,Domestic,203362
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 7,Departure,International,39270
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 8,Arrival,Domestic,106120
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 8,Arrival,International,4317
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 8,Departure,Domestic,104496
2014-05-01T00:00:00,2008-02-01T00:00:00,Terminal 8,Departure,International,4377
2014-05-01T00:00:00,2008-02-01T00:00:00,Tom Bradley International Terminal,Arrival,Domestic,204
2014-05-01T00:00:00,2008-02-01T00:00:00,Tom Bradley International Terminal,Arrival,International,337764
2014-05-01T00:00:00,2008-02-01T00:00:00,Tom Bradley International Terminal,Departure,Domestic,204
2014-05-01T00:00:00,2008-02-01T00:00:00,Tom Bradley International Terminal,Departure,International,306810
2014-05-01T00:00:00,2008-03-01T00:00:00,Imperial Terminal,Arrival,Domestic,140
2014-05-01T00:00:00,2008-03-01T00:00:00,Imperial Terminal,Departure,Domestic,187
2014-05-01T00:00:00,2008-03-01T00:00:00,Misc. Terminal,Arrival,Domestic,530
2014-05-01T00:00:00,2008-03-01T00:00:00,Misc. Terminal,Departure,Domestic,589
2014-05-01T00:00:00,2008-03-01T00:00:00,Terminal 1,Arrival,Domestic,426379
2014-05-01T00:00:00,2008-03-01T00:00:00,Terminal 1,Departure,Domestic,429568
2014-05-01T00:00:00,2008-03-01T00:00:00,Terminal 1,Departure,International,300
2014-05-01T00:00:00,2008-03-01T00:00:00,Terminal 2,Arrival,Domestic,101469
2014-05-01T00:00:00,2008-03-01T00:00:00,Terminal 2,Arrival,International,161206
2014-05-01T00:00:00,2008-03-01T00:00:00,Terminal 2,Departure,Domestic,104907
2014-05-01T00:00:00,2008-03-01T00:00:00,Terminal 2,Departure,International,171794
2014-05-01T00:00:00,2008-03-01T00:00:00,Terminal 3,Arrival,Domestic,169336
2014-05-01T00:00:00,2008-03-01T00:00:00,Terminal 3,Arrival,International,16272
2014-05-01T00:00:00,2008-03-01T00:00:00,Terminal 3,Departure,Domestic,167812
2014-05-01T00:00:00,2008-03-01T00:00:00,Terminal 3,Departure,International,61556
2014-05-01T00:00:00,2008-03-01T00:00:00,Terminal 4,Arrival,Domestic,391934
2014-05-01T00:00:00,2008-03-01T00:00:00,Terminal 4,Arrival,International,78708
2014-05-01T00:00:00,2008-03-01T00:00:00,Terminal 4,Departure,Domestic,399899
