DataExtractDate,ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
2014-05-01T00:00:00,2012-01-01T00:00:00,Terminal 7,Departure,Domestic,195852
2014-05-01T00:00:00,2012-01-01T00:00:00,Terminal 7,Departure,International,32135
2014-05-01T00:00:00,2012-01-01T00:00:00,Terminal 8,Arrival,Domestic,138519
2014-05-01T00:00:00,2012-01-01T00:00:00,Terminal 8,Arrival,International,1863
2014-05-01T00:00:00,2012-01-01T00:00:00,Terminal 8,Departure,Domestic,133835
2014-05-01T00:00:00,2012-01-01T00:00:00,Terminal 8,Departure,International,8449
2014-05-01T00:00:00,2012-01-01T00:00:00,Tom Bradley International Terminal,Arrival,International,411628
2014-05-01T00:00:00,2012-01-01T00:00:00,Tom Bradley International Terminal,Departure,Domestic,4944
2014-05-01T00:00:00,2012-01-01T00:00:00,Tom Bradley International Terminal,Departure,International,308033
2014-05-01T00:00:00,2012-02-01T00:00:00,Imperial Terminal,Departure,International,230
2014-05-01T00:00:00,2012-02-01T00:00:00,Misc. Terminal,Arrival,Domestic,174
2014-05-01T00:00:00,2012-02-01T00:00:00,Misc. Terminal,Arrival,International,173
2014-05-01T00:00:00,2012-02-01T00:00:00,Misc. Terminal,Departure,Domestic,137
2014-05-01T00:00:00,2012-02-01T00:00:00,Misc. Terminal,Departure,International,144
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 1,Arrival,Domestic,313056
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 1,Departure,Domestic,310392
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 2,Arrival,Domestic,17744
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 2,Arrival,International,164481
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 2,Departure,Domestic,17696
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 2,Departure,International,167288
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 3,Arrival,Domestic,216472
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 3,Arrival,International,14770
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 3,Departure,Domestic,216351
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 3,Departure,International,69044
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 4,Arrival,Domestic,382645
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 4,Arrival,International,5995
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 4,Departure,Domestic,377909
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 4,Departure,International,35115
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 5,Arrival,Domestic,211510
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 5,Arrival,International,28087
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 5,Departure,Domestic,220007
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 5,Departure,International,19853
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 6,Arrival,Domestic,185108
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 6,Arrival,International,7164
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 6,Departure,Domestic,175270
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 6,Departure,International,18007
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 7,Arrival,Domestic,196771
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 7,Arrival,International,15202
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 7,Departure,Domestic,206884
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 7,Departure,International,21367
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 8,Arrival,Domestic,121063
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 8,Arrival,International,1589
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 8,Departure,Domestic,119972
2014-05-01T00:00:00,2012-02-01T00:00:00,Terminal 8,Departure,International,3313
2014-05-01T00:00:00,2012-02-01T00:00:00,Tom Bradley International Terminal,Arrival,International,338442
2014-05-01T00:00:00,2012-02-01T00:00:00,Tom Bradley International Terminal,Departure,Domestic,4010
2014-05-01T00:00:00,2012-02-01T00:00:00,Tom Bradley International Terminal,Departure,International,253077
2014-05-01T00:00:00,2012-03-01T00:00:00,Misc. Terminal,Arrival,Domestic,122
2014-05-01T00:00:00,2012-03-01T00:00:00,Misc. Terminal,Arrival,International,2
2014-05-01T00:00:00,2012-03-01T00:00:00,Misc. Terminal,Departure,Domestic,152
2014-05-01T00:00:00,2012-03-01T00:00:00,Misc. Terminal,Departure,International,4
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 1,Arrival,Domestic,387739
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 1,Departure,Domestic,380529
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 2,Arrival,Domestic,25554
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 2,Arrival,International,188183
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 2,Departure,Domestic,25768
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 2,Departure,International,189425
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 3,Arrival,Domestic,234231
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 3,Arrival,International,10475
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 3,Departure,Domestic,238752
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 3,Departure,International,53555
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 4,Arrival,Domestic,434864
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 4,Arrival,International,15415
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 4,Departure,Domestic,440601
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 4,Departure,International,38625
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 5,Arrival,Domestic,257806
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 5,Arrival,International,44149
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 5,Departure,Domestic,260103
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 5,Departure,International,22927
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 6,Arrival,Domestic,231786
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 6,Arrival,International,14127
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 6,Departure,Domestic,232745
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 6,Departure,International,42718
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 7,Arrival,Domestic,204476
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 7,Arrival,International,43905
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 7,Departure,Domestic,220356
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 7,Departure,International,33211
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 8,Arrival,Domestic,151396
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 8,Arrival,International,1784
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 8,Departure,Domestic,147824
2014-05-01T00:00:00,2012-03-01T00:00:00,Terminal 8,Departure,International,10535
2014-05-01T00:00:00,2012-03-01T00:00:00,Tom Bradley International Terminal,Arrival,International,373578
2014-05-01T00:00:00,2012-03-01T00:00:00,Tom Bradley International Terminal,Departure,Domestic,5832
2014-05-01T00:00:00,2012-03-01T00:00:00,Tom Bradley International Terminal,Departure,International,289303
2014-05-01T00:00:00,2012-04-01T00:00:00,Misc. Terminal,Arrival,Domestic,4
2014-05-01T00:00:00,2012-04-01T00:00:00,Misc. Terminal,Arrival,International,116
2014-05-01T00:00:00,2012-04-01T00:00:00,Misc. Terminal,Departure,Domestic,35
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 1,Arrival,Domestic,373748
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 1,Departure,Domestic,373557
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 2,Arrival,Domestic,19936
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 2,Arrival,International,185700
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 2,Departure,Domestic,20426
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 2,Departure,International,184813
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 3,Arrival,Domestic,186487
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 3,Departure,Domestic,191660
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 3,Departure,International,20150
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 4,Arrival,Domestic,436464
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 4,Arrival,International,14194
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 4,Departure,Domestic,426688
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 4,Departure,International,39786
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 5,Arrival,Domestic,262724
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 5,Arrival,International,29328
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 5,Departure,Domestic,251830
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 5,Departure,International,18802
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 6,Arrival,Domestic,291095
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 6,Arrival,International,29974
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 6,Departure,Domestic,300026
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 6,Departure,International,78004
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 7,Arrival,Domestic,175911
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 7,Arrival,International,71636
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 7,Departure,Domestic,183534
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 7,Departure,International,33073
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 8,Arrival,Domestic,143662
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 8,Arrival,International,1654
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 8,Departure,Domestic,138541
2014-05-01T00:00:00,2012-04-01T00:00:00,Terminal 8,Departure,International,7282
2014-05-01T00:00:00,2012-04-01T00:00:00,Tom Bradley International Terminal,Arrival,International,369543
2014-05-01T00:00:00,2012-04-01T00:00:00,Tom Bradley International Terminal,Departure,Domestic,6180
2014-05-01T00:00:00,2012-04-01T00:00:00,Tom Bradley International Terminal,Departure,International,294565
2014-05-01T00:00:00,2012-05-01T00:00:00,Misc. Terminal,Arrival,Domestic,150
2014-05-01T00:00:00,2012-05-01T00:00:00,Misc. Terminal,Departure,Domestic,150
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 1,Arrival,Domestic,417844
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 1,Departure,Domestic,406059
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 2,Arrival,Domestic,24343
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 2,Arrival,International,183000
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 2,Departure,Domestic,24356
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 2,Departure,International,193816
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 3,Arrival,Domestic,177371
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 3,Departure,Domestic,177153
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 3,Departure,International,18905
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 4,Arrival,Domestic,456259
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 4,Arrival,International,9348
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 4,Departure,Domestic,444772
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 4,Departure,International,39246
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 5,Arrival,Domestic,277144
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 5,Arrival,International,23614
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 5,Departure,Domestic,278472
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 5,Departure,International,15957
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 6,Arrival,Domestic,348401
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 6,Arrival,International,29650
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 6,Departure,Domestic,348554
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 6,Departure,International,79518
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 7,Arrival,Domestic,144987
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 7,Arrival,International,73602
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 7,Departure,Domestic,149699
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 7,Departure,International,38201
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 8,Arrival,Domestic,143433
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 8,Arrival,International,1747
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 8,Departure,Domestic,139037
2014-05-01T00:00:00,2012-05-01T00:00:00,Terminal 8,Departure,International,4997
2014-05-01T00:00:00,2012-05-01T00:00:00,Tom Bradley International Terminal,Arrival,Domestic,5580
2014-05-01T00:00:00,2012-05-01T00:00:00,Tom Bradley International Terminal,Arrival,International,381578
2014-05-01T00:00:00,2012-05-01T00:00:00,Tom Bradley International Terminal,Departure,Domestic,7343
2014-05-01T00:00:00,2012-05-01T00:00:00,Tom Bradley International Terminal,Departure,International,348660
2014-05-01T00:00:00,2012-06-01T00:00:00,Misc. Terminal,Arrival,Domestic,108
2014-05-01T00:00:00,2012-06-01T00:00:00,Misc. Terminal,Arrival,International,10
2014-05-01T00:00:00,2012-06-01T00:00:00,Misc. Terminal,Departure,Domestic,128
2014-05-01T00:00:00,2012-06-01T00:00:00,Misc. Terminal,Departure,International,9
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 1,Arrival,Domestic,429152
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 1,Departure,Domestic,427937
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 2,Arrival,Domestic,30940
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 2,Arrival,International,179620
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 2,Departure,Domestic,31124
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 2,Departure,International,209660
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 3,Arrival,Domestic,185367
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 3,Departure,Domestic,189423
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 3,Departure,International,20359
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 4,Arrival,Domestic,448519
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 4,Arrival,International,13518
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 4,Departure,Domestic,453605
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 4,Departure,International,39780
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 5,Arrival,Domestic,259552
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 5,Arrival,International,37622
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 5,Departure,Domestic,263906
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 5,Departure,International,23997
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 6,Arrival,Domestic,410725
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 6,Arrival,International,20306
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 6,Departure,Domestic,414093
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 6,Departure,International,76887
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 7,Arrival,Domestic,149056
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 7,Arrival,International,70777
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 7,Departure,Domestic,149525
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 7,Departure,International,35267
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 8,Arrival,Domestic,160055
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 8,Arrival,International,1694
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 8,Departure,Domestic,161598
2014-05-01T00:00:00,2012-06-01T00:00:00,Terminal 8,Departure,International,3945
2014-05-01T00:00:00,2012-06-01T00:00:00,Tom Bradley International Terminal,Arrival,Domestic,7568
2014-05-01T00:00:00,2012-06-01T00:00:00,Tom Bradley International Terminal,Arrival,International,437656
2014-05-01T00:00:00,2012-06-01T00:00:00,Tom Bradley International Terminal,Departure,Domestic,8991
2014-05-01T00:00:00,2012-06-01T00:00:00,Tom Bradley International Terminal,Departure,International,387425
2014-05-01T00:00:00,2012-07-01T00:00:00,Misc. Terminal,Arrival,Domestic,41
2014-05-01T00:00:00,2012-07-01T00:00:00,Misc. Terminal,Departure,International,49
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 1,Arrival,Domestic,458937
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 1,Departure,Domestic,456660
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 2,Arrival,Domestic,39153
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 2,Arrival,International,236604
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 2,Departure,Domestic,38127
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 2,Departure,International,237563
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 3,Arrival,Domestic,203612
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 3,Departure,Domestic,201351
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 3,Departure,International,23007
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 4,Arrival,Domestic,482025
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 4,Arrival,International,19355
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 4,Departure,Domestic,476971
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 4,Departure,International,42629
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 5,Arrival,Domestic,284948
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 5,Arrival,International,31655
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 5,Departure,Domestic,271200
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 5,Departure,International,32412
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 6,Arrival,Domestic,463572
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 6,Arrival,International,28932
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 6,Departure,Domestic,455832
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 6,Departure,International,73210
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 7,Arrival,Domestic,150480
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 7,Arrival,International,72278
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 7,Departure,Domestic,158945
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 7,Departure,International,35771
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 8,Arrival,Domestic,177887
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 8,Arrival,International,1858
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 8,Departure,Domestic,170298
2014-05-01T00:00:00,2012-07-01T00:00:00,Terminal 8,Departure,International,7719
2014-05-01T00:00:00,2012-07-01T00:00:00,Tom Bradley International Terminal,Arrival,Domestic,8836
2014-05-01T00:00:00,2012-07-01T00:00:00,Tom Bradley International Terminal,Arrival,International,459053
2014-05-01T00:00:00,2012-07-01T00:00:00,Tom Bradley International Terminal,Departure,Domestic,7070
2014-05-01T00:00:00,2012-07-01T00:00:00,Tom Bradley International Terminal,Departure,International,382286
2014-05-01T00:00:00,2012-08-01T00:00:00,Misc. Terminal,Arrival,Domestic,92
2014-05-01T00:00:00,2012-08-01T00:00:00,Misc. Terminal,Arrival,International,52
2014-05-01T00:00:00,2012-08-01T00:00:00,Misc. Terminal,Departure,Domestic,148
2014-05-01T00:00:00,2012-08-01T00:00:00,Misc. Terminal,Departure,International,2
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 1,Arrival,Domestic,449003
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 1,Departure,Domestic,460609
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 2,Arrival,Domestic,40976
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 2,Arrival,International,230405
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 2,Departure,Domestic,36818
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 2,Departure,International,234753
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 3,Arrival,Domestic,204654
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 3,Departure,Domestic,207726
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 3,Departure,International,19190
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 4,Arrival,Domestic,470197
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 4,Arrival,International,25448
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 4,Departure,Domestic,483077
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 4,Departure,International,42278
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 5,Arrival,Domestic,283053
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 5,Arrival,International,40195
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 5,Departure,Domestic,295289
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 5,Departure,International,25468
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 6,Arrival,Domestic,437748
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 6,Arrival,International,24298
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 6,Departure,Domestic,423694
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 6,Departure,International,72861
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 7,Arrival,Domestic,153326
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 7,Arrival,International,64552
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 7,Departure,Domestic,163815
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 7,Departure,International,35741
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 8,Arrival,Domestic,161754
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 8,Arrival,International,1987
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 8,Departure,Domestic,163705
2014-05-01T00:00:00,2012-08-01T00:00:00,Terminal 8,Departure,International,5502
2014-05-01T00:00:00,2012-08-01T00:00:00,Tom Bradley International Terminal,Arrival,Domestic,7122
2014-05-01T00:00:00,2012-08-01T00:00:00,Tom Bradley International Terminal,Arrival,International,454728
2014-05-01T00:00:00,2012-08-01T00:00:00,Tom Bradley International Terminal,Departure,Domestic,9258
2014-05-01T00:00:00,2012-08-01T00:00:00,Tom Bradley International Terminal,Departure,International,363821
2014-05-01T00:00:00,2012-09-01T00:00:00,Misc. Terminal,Arrival,Domestic,153
2014-05-01T00:00:00,2012-09-01T00:00:00,Misc. Terminal,Arrival,International,33
2014-05-01T00:00:00,2012-09-01T00:00:00,Misc. Terminal,Departure,Domestic,148
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 1,Arrival,Domestic,382802
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 1,Departure,Domestic,381894
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 2,Arrival,Domestic,32165
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 2,Arrival,International,196266
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 2,Departure,Domestic,30281
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 2,Departure,International,197428
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 3,Arrival,Domestic,170517
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 3,Departure,Domestic,173902
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 3,Departure,International,20119
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 4,Arrival,Domestic,404128
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 4,Arrival,International,13976
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 4,Departure,Domestic,407229
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 4,Departure,International,36388
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 5,Arrival,Domestic,233920
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 5,Arrival,International,38663
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 5,Departure,Domestic,233851
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 5,Departure,International,18979
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 6,Arrival,Domestic,273651
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 6,Arrival,International,11278
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 6,Departure,Domestic,257620
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 6,Departure,International,59085
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 7,Arrival,Domestic,189804
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 7,Arrival,International,63326
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 7,Departure,Domestic,200664
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 7,Departure,International,39853
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 8,Arrival,Domestic,122063
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 8,Arrival,International,1844
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 8,Departure,Domestic,122439
2014-05-01T00:00:00,2012-09-01T00:00:00,Terminal 8,Departure,International,3030
2014-05-01T00:00:00,2012-09-01T00:00:00,Tom Bradley International Terminal,Arrival,Domestic,7862
2014-05-01T00:00:00,2012-09-01T00:00:00,Tom Bradley International Terminal,Arrival,International,394858
2014-05-01T00:00:00,2012-09-01T00:00:00,Tom Bradley International Terminal,Departure,Domestic,9595
2014-05-01T00:00:00,2012-09-01T00:00:00,Tom Bradley International Terminal,Departure,International,324443
2014-05-01T00:00:00,2012-10-01T00:00:00,Misc. Terminal,Arrival,Domestic,506
2014-05-01T00:00:00,2012-10-01T00:00:00,Misc. Terminal,Arrival,International,19
2014-05-01T00:00:00,2012-10-01T00:00:00,Misc. Terminal,Departure,Domestic,301
2014-05-01T00:00:00,2012-10-01T00:00:00,Terminal 1,Arrival,Domestic,405600
2014-05-01T00:00:00,2012-10-01T00:00:00,Terminal 1,Departure,Domestic,398069
2014-05-01T00:00:00,2012-10-01T00:00:00,Terminal 2,Arrival,Domestic,32055
2014-05-01T00:00:00,2012-10-01T00:00:00,Terminal 2,Arrival,International,181946
2014-05-01T00:00:00,2012-10-01T00:00:00,Terminal 2,Departure,Domestic,31869
2014-05-01T00:00:00,2012-10-01T00:00:00,Terminal 2,Departure,International,190187
2014-05-01T00:00:00,2012-10-01T00:00:00,Terminal 3,Arrival,Domestic,165918
2014-05-01T00:00:00,2012-10-01T00:00:00,Terminal 3,Departure,Domestic,163832
2014-05-01T00:00:00,2012-10-01T00:00:00,Terminal 3,Departure,International,21860
